date,country_regopn,region,product,Units Sold,price,revenue,Campaign Active
04-Jan-25,North,Uttar Pradesh,TVS Brand,21,"95,000","19,95,000",No
04-Jan-25,North,Uttaranchal,Jupiter,73,"82,000","59,86,000",No
04-Jan-25,North,Uttaranchal,Raider,50,"1,25,000","62,50,000",No
04-Jan-25,North,Uttaranchal,Apache,42,"1,35,000","56,70,000",No
04-Jan-25,North,Uttaranchal,iQube,31,"1,10,000","34,10,000",No
04-Jan-25,North,Uttaranchal,TVS Brand,14,"95,000","13,30,000",No
04-Jan-25,North,Himachal Pradesh,Jupiter,73,"82,000","59,86,000",No
04-Jan-25,North,Himachal Pradesh,Raider,62,"1,25,000","77,50,000",No
04-Jan-25,North,Himachal Pradesh,Apache,42,"1,35,000","56,70,000",No
04-Jan-25,North,Himachal Pradesh,iQube,27,"1,10,000","29,70,000",No
04-Jan-25,North,Himachal Pradesh,TVS Brand,19,"95,000","18,05,000",No
04-Jan-25,North,Jammu & Kashmir,Jupiter,80,"82,000","65,60,000",No
04-Jan-25,North,Jammu & Kashmir,Raider,64,"1,25,000","80,00,000",No
04-Jan-25,North,Jammu & Kashmir,Apache,45,"1,35,000","60,75,000",No
04-Jan-25,North,Jammu & Kashmir,iQube,24,"1,10,000","26,40,000",No
04-Jan-25,North,Jammu & Kashmir,TVS Brand,19,"95,000","18,05,000",No
04-Jan-25,North,Chandigarh,Jupiter,93,"82,000","76,26,000",No
04-Jan-25,North,Chandigarh,Raider,68,"1,25,000","85,00,000",No
04-Jan-25,North,Chandigarh,Apache,50,"1,35,000","67,50,000",No
04-Jan-25,North,Chandigarh,iQube,29,"1,10,000","31,90,000",No
04-Jan-25,North,Chandigarh,TVS Brand,19,"95,000","18,05,000",No
04-Jan-25,North,Rajasthan,Jupiter,84,"82,000","68,88,000",No
04-Jan-25,North,Rajasthan,Raider,53,"1,25,000","66,25,000",No
04-Jan-25,North,Rajasthan,Apache,43,"1,35,000","58,05,000",No
04-Jan-25,North,Rajasthan,iQube,28,"1,10,000","30,80,000",No
04-Jan-25,North,Rajasthan,TVS Brand,19,"95,000","18,05,000",No
04-Jan-25,South,Karnataka,Jupiter,112,"82,000","91,84,000",No
04-Jan-25,South,Karnataka,Raider,68,"1,25,000","85,00,000",No
04-Jan-25,South,Karnataka,Apache,86,"1,35,000","1,16,10,000",No
04-Jan-25,South,Karnataka,iQube,62,"1,10,000","68,20,000",No
04-Jan-25,South,Karnataka,TVS Brand,33,"95,000","31,35,000",No
04-Jan-25,South,Tamil Nadu,Jupiter,119,"82,000","97,58,000",No
04-Jan-25,South,Tamil Nadu,Raider,66,"1,25,000","82,50,000",No
04-Jan-25,South,Tamil Nadu,Apache,87,"1,35,000","1,17,45,000",No
04-Jan-25,South,Tamil Nadu,iQube,57,"1,10,000","62,70,000",No
04-Jan-25,South,Tamil Nadu,TVS Brand,27,"95,000","25,65,000",No
04-Jan-25,South,Kerala,Jupiter,96,"82,000","78,72,000",No
04-Jan-25,South,Kerala,Raider,60,"1,25,000","75,00,000",No
04-Jan-25,South,Kerala,Apache,83,"1,35,000","1,12,05,000",No
04-Jan-25,South,Kerala,iQube,51,"1,10,000","56,10,000",No
04-Jan-25,South,Kerala,TVS Brand,27,"95,000","25,65,000",No
04-Jan-25,South,Andhra Pradesh,Jupiter,105,"82,000","86,10,000",No
04-Jan-25,South,Andhra Pradesh,Raider,69,"1,25,000","86,25,000",No
04-Jan-25,South,Andhra Pradesh,Apache,89,"1,35,000","1,20,15,000",No
04-Jan-25,South,Andhra Pradesh,iQube,69,"1,10,000","75,90,000",No
04-Jan-25,South,Andhra Pradesh,TVS Brand,28,"95,000","26,60,000",No
04-Jan-25,South,Pondicherry,Jupiter,98,"82,000","80,36,000",No
04-Jan-25,South,Pondicherry,Raider,74,"1,25,000","92,50,000",No
04-Jan-25,South,Pondicherry,Apache,97,"1,35,000","1,30,95,000",No
04-Jan-25,South,Pondicherry,iQube,64,"1,10,000","70,40,000",No
04-Jan-25,South,Pondicherry,TVS Brand,21,"95,000","19,95,000",No
04-Jan-25,West,Maharashtra,Jupiter,75,"82,000","61,50,000",No
04-Jan-25,West,Maharashtra,Raider,64,"1,25,000","80,00,000",No
04-Jan-25,West,Maharashtra,Apache,72,"1,35,000","97,20,000",No
04-Jan-25,West,Maharashtra,iQube,61,"1,10,000","67,10,000",No
04-Jan-25,West,Maharashtra,TVS Brand,23,"95,000","21,85,000",No
04-Jan-25,West,Gujarat,Jupiter,86,"82,000","70,52,000",No
04-Jan-25,West,Gujarat,Raider,66,"1,25,000","82,50,000",No
04-Jan-25,West,Gujarat,Apache,53,"1,35,000","71,55,000",No
04-Jan-25,West,Gujarat,iQube,53,"1,10,000","58,30,000",No
04-Jan-25,West,Gujarat,TVS Brand,24,"95,000","22,80,000",No
04-Jan-25,West,Goa,Jupiter,74,"82,000","60,68,000",No
04-Jan-25,West,Goa,Raider,58,"1,25,000","72,50,000",No
04-Jan-25,West,Goa,Apache,86,"1,35,000","1,16,10,000",No
04-Jan-25,West,Goa,iQube,49,"1,10,000","53,90,000",No
04-Jan-25,West,Goa,TVS Brand,16,"95,000","15,20,000",No
04-Jan-25,West,Madhya Pradesh,Jupiter,94,"82,000","77,08,000",No
04-Jan-25,West,Madhya Pradesh,Raider,59,"1,25,000","73,75,000",No
04-Jan-25,West,Madhya Pradesh,Apache,77,"1,35,000","1,03,95,000",No
04-Jan-25,West,Madhya Pradesh,iQube,40,"1,10,000","44,00,000",No
04-Jan-25,West,Madhya Pradesh,TVS Brand,27,"95,000","25,65,000",No
04-Jan-25,East,West Bengal,Jupiter,61,"82,000","50,02,000",No
04-Jan-25,East,West Bengal,Raider,41,"1,25,000","51,25,000",No
04-Jan-25,East,West Bengal,Apache,34,"1,35,000","45,90,000",No
04-Jan-25,East,West Bengal,iQube,10,"1,10,000","11,00,000",No
04-Jan-25,East,West Bengal,TVS Brand,14,"95,000","13,30,000",No
04-Jan-25,East,Bihar,Jupiter,53,"82,000","43,46,000",No
04-Jan-25,East,Bihar,Raider,40,"1,25,000","50,00,000",No
04-Jan-25,East,Bihar,Apache,36,"1,35,000","48,60,000",No
04-Jan-25,East,Bihar,iQube,11,"1,10,000","12,10,000",No
04-Jan-25,East,Bihar,TVS Brand,12,"95,000","11,40,000",No
04-Jan-25,East,Orissa,Jupiter,52,"82,000","42,64,000",No
04-Jan-25,East,Orissa,Raider,45,"1,25,000","56,25,000",No
04-Jan-25,East,Orissa,Apache,32,"1,35,000","43,20,000",No
04-Jan-25,East,Orissa,iQube,8,"1,10,000","8,80,000",No
04-Jan-25,East,Orissa,TVS Brand,12,"95,000","11,40,000",No
04-Jan-25,East,Jharkhand,Jupiter,64,"82,000","52,48,000",No
04-Jan-25,East,Jharkhand,Raider,37,"1,25,000","46,25,000",No
04-Jan-25,East,Jharkhand,Apache,33,"1,35,000","44,55,000",No
04-Jan-25,East,Jharkhand,iQube,7,"1,10,000","7,70,000",No
04-Jan-25,East,Jharkhand,TVS Brand,13,"95,000","12,35,000",No
04-Jan-25,East,Chhattisgarh,Jupiter,52,"82,000","42,64,000",No
04-Jan-25,East,Chhattisgarh,Raider,40,"1,25,000","50,00,000",No
04-Jan-25,East,Chhattisgarh,Apache,32,"1,35,000","43,20,000",No
04-Jan-25,East,Chhattisgarh,iQube,9,"1,10,000","9,90,000",No
04-Jan-25,East,Chhattisgarh,TVS Brand,13,"95,000","12,35,000",No
05-Jan-25,North,Delhi,Jupiter,73,"82,000","59,86,000",No
05-Jan-25,North,Delhi,Raider,50,"1,25,000","62,50,000",No
05-Jan-25,North,Delhi,Apache,44,"1,35,000","59,40,000",No
05-Jan-25,North,Delhi,iQube,30,"1,10,000","33,00,000",No
05-Jan-25,North,Delhi,TVS Brand,20,"95,000","19,00,000",No
05-Jan-25,North,Haryana,Jupiter,86,"82,000","70,52,000",No
05-Jan-25,North,Haryana,Raider,52,"1,25,000","65,00,000",No
05-Jan-25,North,Haryana,Apache,44,"1,35,000","59,40,000",No
05-Jan-25,North,Haryana,iQube,31,"1,10,000","34,10,000",No
05-Jan-25,North,Haryana,TVS Brand,20,"95,000","19,00,000",No
05-Jan-25,North,Punjab,Jupiter,73,"82,000","59,86,000",No
05-Jan-25,North,Punjab,Raider,52,"1,25,000","65,00,000",No
05-Jan-25,North,Punjab,Apache,56,"1,35,000","75,60,000",No
05-Jan-25,North,Punjab,iQube,27,"1,10,000","29,70,000",No
05-Jan-25,North,Punjab,TVS Brand,22,"95,000","20,90,000",No
05-Jan-25,North,Uttar Pradesh,Jupiter,85,"82,000","69,70,000",No
05-Jan-25,North,Uttar Pradesh,Raider,57,"1,25,000","71,25,000",No
05-Jan-25,North,Uttar Pradesh,Apache,42,"1,35,000","56,70,000",No
05-Jan-25,North,Uttar Pradesh,iQube,28,"1,10,000","30,80,000",No
05-Jan-25,North,Uttar Pradesh,TVS Brand,23,"95,000","21,85,000",No
05-Jan-25,North,Uttaranchal,Jupiter,83,"82,000","68,06,000",No
05-Jan-25,North,Uttaranchal,Raider,56,"1,25,000","70,00,000",No
05-Jan-25,North,Uttaranchal,Apache,45,"1,35,000","60,75,000",No
05-Jan-25,North,Uttaranchal,iQube,30,"1,10,000","33,00,000",No
05-Jan-25,North,Uttaranchal,TVS Brand,16,"95,000","15,20,000",No
05-Jan-25,North,Himachal Pradesh,Jupiter,85,"82,000","69,70,000",No
05-Jan-25,North,Himachal Pradesh,Raider,63,"1,25,000","78,75,000",No
05-Jan-25,North,Himachal Pradesh,Apache,43,"1,35,000","58,05,000",No
05-Jan-25,North,Himachal Pradesh,iQube,27,"1,10,000","29,70,000",No
05-Jan-25,North,Himachal Pradesh,TVS Brand,16,"95,000","15,20,000",No
05-Jan-25,North,Jammu & Kashmir,Jupiter,75,"82,000","61,50,000",No
05-Jan-25,North,Jammu & Kashmir,Raider,51,"1,25,000","63,75,000",No
05-Jan-25,North,Jammu & Kashmir,Apache,40,"1,35,000","54,00,000",No
05-Jan-25,North,Jammu & Kashmir,iQube,28,"1,10,000","30,80,000",No
05-Jan-25,North,Jammu & Kashmir,TVS Brand,24,"95,000","22,80,000",No
05-Jan-25,North,Chandigarh,Jupiter,84,"82,000","68,88,000",No
05-Jan-25,North,Chandigarh,Raider,52,"1,25,000","65,00,000",No
05-Jan-25,North,Chandigarh,Apache,56,"1,35,000","75,60,000",No
05-Jan-25,North,Chandigarh,iQube,30,"1,10,000","33,00,000",No
05-Jan-25,North,Chandigarh,TVS Brand,25,"95,000","23,75,000",No
05-Jan-25,North,Rajasthan,Jupiter,73,"82,000","59,86,000",No
05-Jan-25,North,Rajasthan,Raider,61,"1,25,000","76,25,000",No
05-Jan-25,North,Rajasthan,Apache,59,"1,35,000","79,65,000",No
05-Jan-25,North,Rajasthan,iQube,21,"1,10,000","23,10,000",No
05-Jan-25,North,Rajasthan,TVS Brand,22,"95,000","20,90,000",No
05-Jan-25,South,Karnataka,Jupiter,95,"82,000","77,90,000",No
05-Jan-25,South,Karnataka,Raider,63,"1,25,000","78,75,000",No
05-Jan-25,South,Karnataka,Apache,83,"1,35,000","1,12,05,000",No
05-Jan-25,South,Karnataka,iQube,64,"1,10,000","70,40,000",No
05-Jan-25,South,Karnataka,TVS Brand,33,"95,000","31,35,000",No
05-Jan-25,South,Tamil Nadu,Jupiter,112,"82,000","91,84,000",No
05-Jan-25,South,Tamil Nadu,Raider,68,"1,25,000","85,00,000",No
05-Jan-25,South,Tamil Nadu,Apache,76,"1,35,000","1,02,60,000",No
05-Jan-25,South,Tamil Nadu,iQube,54,"1,10,000","59,40,000",No
05-Jan-25,South,Tamil Nadu,TVS Brand,23,"95,000","21,85,000",No
05-Jan-25,South,Kerala,Jupiter,121,"82,000","99,22,000",No
05-Jan-25,South,Kerala,Raider,61,"1,25,000","76,25,000",No
05-Jan-25,South,Kerala,Apache,98,"1,35,000","1,32,30,000",No
05-Jan-25,South,Kerala,iQube,66,"1,10,000","72,60,000",No
05-Jan-25,South,Kerala,TVS Brand,31,"95,000","29,45,000",No
05-Jan-25,South,Andhra Pradesh,Jupiter,107,"82,000","87,74,000",No
05-Jan-25,South,Andhra Pradesh,Raider,81,"1,25,000","1,01,25,000",No
05-Jan-25,South,Andhra Pradesh,Apache,79,"1,35,000","1,06,65,000",No
05-Jan-25,South,Andhra Pradesh,iQube,61,"1,10,000","67,10,000",No
05-Jan-25,South,Andhra Pradesh,TVS Brand,22,"95,000","20,90,000",No
05-Jan-25,South,Pondicherry,Jupiter,91,"82,000","74,62,000",No
05-Jan-25,South,Pondicherry,Raider,63,"1,25,000","78,75,000",No
05-Jan-25,South,Pondicherry,Apache,86,"1,35,000","1,16,10,000",No
05-Jan-25,South,Pondicherry,iQube,64,"1,10,000","70,40,000",No
05-Jan-25,South,Pondicherry,TVS Brand,30,"95,000","28,50,000",No
05-Jan-25,West,Maharashtra,Jupiter,92,"82,000","75,44,000",No
05-Jan-25,West,Maharashtra,Raider,49,"1,25,000","61,25,000",No
05-Jan-25,West,Maharashtra,Apache,70,"1,35,000","94,50,000",No
05-Jan-25,West,Maharashtra,iQube,45,"1,10,000","49,50,000",No
05-Jan-25,West,Maharashtra,TVS Brand,26,"95,000","24,70,000",No
05-Jan-25,West,Gujarat,Jupiter,98,"82,000","80,36,000",No
05-Jan-25,West,Gujarat,Raider,56,"1,25,000","70,00,000",No
05-Jan-25,West,Gujarat,Apache,62,"1,35,000","83,70,000",No
05-Jan-25,West,Gujarat,iQube,50,"1,10,000","55,00,000",No
05-Jan-25,West,Gujarat,TVS Brand,28,"95,000","26,60,000",No
05-Jan-25,West,Goa,Jupiter,104,"82,000","85,28,000",No
05-Jan-25,West,Goa,Raider,59,"1,25,000","73,75,000",No
05-Jan-25,West,Goa,Apache,73,"1,35,000","98,55,000",No
05-Jan-25,West,Goa,iQube,44,"1,10,000","48,40,000",No
05-Jan-25,West,Goa,TVS Brand,28,"95,000","26,60,000",No
05-Jan-25,West,Madhya Pradesh,Jupiter,87,"82,000","71,34,000",No
05-Jan-25,West,Madhya Pradesh,Raider,67,"1,25,000","83,75,000",No
05-Jan-25,West,Madhya Pradesh,Apache,75,"1,35,000","1,01,25,000",No
05-Jan-25,West,Madhya Pradesh,iQube,53,"1,10,000","58,30,000",No
05-Jan-25,West,Madhya Pradesh,TVS Brand,29,"95,000","27,55,000",No
05-Jan-25,East,West Bengal,Jupiter,53,"82,000","43,46,000",No
05-Jan-25,East,West Bengal,Raider,42,"1,25,000","52,50,000",No
05-Jan-25,East,West Bengal,Apache,34,"1,35,000","45,90,000",No
05-Jan-25,East,West Bengal,iQube,9,"1,10,000","9,90,000",No
05-Jan-25,East,West Bengal,TVS Brand,12,"95,000","11,40,000",No
05-Jan-25,East,Bihar,Jupiter,46,"82,000","37,72,000",No
05-Jan-25,East,Bihar,Raider,28,"1,25,000","35,00,000",No
05-Jan-25,East,Bihar,Apache,34,"1,35,000","45,90,000",No
05-Jan-25,East,Bihar,iQube,9,"1,10,000","9,90,000",No
05-Jan-25,East,Bihar,TVS Brand,15,"95,000","14,25,000",No
05-Jan-25,East,Orissa,Jupiter,53,"82,000","43,46,000",No
05-Jan-25,East,Orissa,Raider,32,"1,25,000","40,00,000",No
05-Jan-25,East,Orissa,Apache,37,"1,35,000","49,95,000",No
05-Jan-25,East,Orissa,iQube,12,"1,10,000","13,20,000",No
05-Jan-25,East,Orissa,TVS Brand,13,"95,000","12,35,000",No
05-Jan-25,East,Jharkhand,Jupiter,60,"82,000","49,20,000",No
05-Jan-25,East,Jharkhand,Raider,46,"1,25,000","57,50,000",No
05-Jan-25,East,Jharkhand,Apache,29,"1,35,000","39,15,000",No
05-Jan-25,East,Jharkhand,iQube,8,"1,10,000","8,80,000",No
05-Jan-25,East,Jharkhand,TVS Brand,14,"95,000","13,30,000",No
05-Jan-25,East,Chhattisgarh,Jupiter,50,"82,000","41,00,000",No
05-Jan-25,East,Chhattisgarh,Raider,34,"1,25,000","42,50,000",No
05-Jan-25,East,Chhattisgarh,Apache,35,"1,35,000","47,25,000",No
05-Jan-25,East,Chhattisgarh,iQube,12,"1,10,000","13,20,000",No
05-Jan-25,East,Chhattisgarh,TVS Brand,11,"95,000","10,45,000",No
06-Jan-25,North,Delhi,Jupiter,54,"82,000","44,28,000",No
06-Jan-25,North,Delhi,Raider,46,"1,25,000","57,50,000",No
06-Jan-25,North,Delhi,Apache,35,"1,35,000","47,25,000",No
06-Jan-25,North,Delhi,iQube,20,"1,10,000","22,00,000",No
06-Jan-25,North,Delhi,TVS Brand,15,"95,000","14,25,000",No
06-Jan-25,North,Haryana,Jupiter,57,"82,000","46,74,000",No
06-Jan-25,North,Haryana,Raider,42,"1,25,000","52,50,000",No
06-Jan-25,North,Haryana,Apache,35,"1,35,000","47,25,000",No
06-Jan-25,North,Haryana,iQube,24,"1,10,000","26,40,000",No
06-Jan-25,North,Haryana,TVS Brand,15,"95,000","14,25,000",No
06-Jan-25,North,Punjab,Jupiter,55,"82,000","45,10,000",No
06-Jan-25,North,Punjab,Raider,44,"1,25,000","55,00,000",No
06-Jan-25,North,Punjab,Apache,41,"1,35,000","55,35,000",No
06-Jan-25,North,Punjab,iQube,22,"1,10,000","24,20,000",No
06-Jan-25,North,Punjab,TVS Brand,17,"95,000","16,15,000",No
06-Jan-25,North,Uttar Pradesh,Jupiter,69,"82,000","56,58,000",No
06-Jan-25,North,Uttar Pradesh,Raider,33,"1,25,000","41,25,000",No
06-Jan-25,North,Uttar Pradesh,Apache,32,"1,35,000","43,20,000",No
06-Jan-25,North,Uttar Pradesh,iQube,19,"1,10,000","20,90,000",No
06-Jan-25,North,Uttar Pradesh,TVS Brand,13,"95,000","12,35,000",No
06-Jan-25,North,Uttaranchal,Jupiter,61,"82,000","50,02,000",No
06-Jan-25,North,Uttaranchal,Raider,44,"1,25,000","55,00,000",No
06-Jan-25,North,Uttaranchal,Apache,43,"1,35,000","58,05,000",No
06-Jan-25,North,Uttaranchal,iQube,21,"1,10,000","23,10,000",No
06-Jan-25,North,Uttaranchal,TVS Brand,14,"95,000","13,30,000",No
06-Jan-25,North,Himachal Pradesh,Jupiter,71,"82,000","58,22,000",No
06-Jan-25,North,Himachal Pradesh,Raider,50,"1,25,000","62,50,000",No
06-Jan-25,North,Himachal Pradesh,Apache,39,"1,35,000","52,65,000",No
06-Jan-25,North,Himachal Pradesh,iQube,26,"1,10,000","28,60,000",No
06-Jan-25,North,Himachal Pradesh,TVS Brand,22,"95,000","20,90,000",No
06-Jan-25,North,Jammu & Kashmir,Jupiter,56,"82,000","45,92,000",No
06-Jan-25,North,Jammu & Kashmir,Raider,40,"1,25,000","50,00,000",No
06-Jan-25,North,Jammu & Kashmir,Apache,42,"1,35,000","56,70,000",No
06-Jan-25,North,Jammu & Kashmir,iQube,21,"1,10,000","23,10,000",No
06-Jan-25,North,Jammu & Kashmir,TVS Brand,18,"95,000","17,10,000",No
06-Jan-25,North,Chandigarh,Jupiter,66,"82,000","54,12,000",No
06-Jan-25,North,Chandigarh,Raider,41,"1,25,000","51,25,000",No
06-Jan-25,North,Chandigarh,Apache,43,"1,35,000","58,05,000",No
06-Jan-25,North,Chandigarh,iQube,24,"1,10,000","26,40,000",No
06-Jan-25,North,Chandigarh,TVS Brand,16,"95,000","15,20,000",No
06-Jan-25,North,Rajasthan,Jupiter,69,"82,000","56,58,000",No
06-Jan-25,North,Rajasthan,Raider,60,"1,25,000","75,00,000",No
06-Jan-25,North,Rajasthan,Apache,42,"1,35,000","56,70,000",No
06-Jan-25,North,Rajasthan,iQube,18,"1,10,000","19,80,000",No
06-Jan-25,North,Rajasthan,TVS Brand,16,"95,000","15,20,000",No
06-Jan-25,South,Karnataka,Jupiter,83,"82,000","68,06,000",No
06-Jan-25,South,Karnataka,Raider,50,"1,25,000","62,50,000",No
06-Jan-25,South,Karnataka,Apache,70,"1,35,000","94,50,000",No
06-Jan-25,South,Karnataka,iQube,61,"1,10,000","67,10,000",No
06-Jan-25,South,Karnataka,TVS Brand,22,"95,000","20,90,000",No
06-Jan-25,South,Tamil Nadu,Jupiter,77,"82,000","63,14,000",No
06-Jan-25,South,Tamil Nadu,Raider,58,"1,25,000","72,50,000",No
06-Jan-25,South,Tamil Nadu,Apache,56,"1,35,000","75,60,000",No
06-Jan-25,South,Tamil Nadu,iQube,55,"1,10,000","60,50,000",No
06-Jan-25,South,Tamil Nadu,TVS Brand,22,"95,000","20,90,000",No
06-Jan-25,South,Kerala,Jupiter,82,"82,000","67,24,000",No
06-Jan-25,South,Kerala,Raider,50,"1,25,000","62,50,000",No
06-Jan-25,South,Kerala,Apache,69,"1,35,000","93,15,000",No
06-Jan-25,South,Kerala,iQube,56,"1,10,000","61,60,000",No
06-Jan-25,South,Kerala,TVS Brand,25,"95,000","23,75,000",No
06-Jan-25,South,Andhra Pradesh,Jupiter,89,"82,000","72,98,000",No
06-Jan-25,South,Andhra Pradesh,Raider,57,"1,25,000","71,25,000",No
06-Jan-25,South,Andhra Pradesh,Apache,64,"1,35,000","86,40,000",No
06-Jan-25,South,Andhra Pradesh,iQube,44,"1,10,000","48,40,000",No
06-Jan-25,South,Andhra Pradesh,TVS Brand,19,"95,000","18,05,000",No
06-Jan-25,South,Pondicherry,Jupiter,102,"82,000","83,64,000",No
06-Jan-25,South,Pondicherry,Raider,50,"1,25,000","62,50,000",No
06-Jan-25,South,Pondicherry,Apache,78,"1,35,000","1,05,30,000",No
06-Jan-25,South,Pondicherry,iQube,46,"1,10,000","50,60,000",No
06-Jan-25,South,Pondicherry,TVS Brand,17,"95,000","16,15,000",No
06-Jan-25,West,Maharashtra,Jupiter,66,"82,000","54,12,000",No
06-Jan-25,West,Maharashtra,Raider,51,"1,25,000","63,75,000",No
06-Jan-25,West,Maharashtra,Apache,59,"1,35,000","79,65,000",No
06-Jan-25,West,Maharashtra,iQube,40,"1,10,000","44,00,000",No
06-Jan-25,West,Maharashtra,TVS Brand,24,"95,000","22,80,000",No
06-Jan-25,West,Gujarat,Jupiter,74,"82,000","60,68,000",No
06-Jan-25,West,Gujarat,Raider,49,"1,25,000","61,25,000",No
06-Jan-25,West,Gujarat,Apache,56,"1,35,000","75,60,000",No
06-Jan-25,West,Gujarat,iQube,37,"1,10,000","40,70,000",No
06-Jan-25,West,Gujarat,TVS Brand,23,"95,000","21,85,000",No
06-Jan-25,West,Goa,Jupiter,81,"82,000","66,42,000",No
06-Jan-25,West,Goa,Raider,59,"1,25,000","73,75,000",No
06-Jan-25,West,Goa,Apache,62,"1,35,000","83,70,000",No
06-Jan-25,West,Goa,iQube,35,"1,10,000","38,50,000",No
06-Jan-25,West,Goa,TVS Brand,19,"95,000","18,05,000",No
06-Jan-25,West,Madhya Pradesh,Jupiter,69,"82,000","56,58,000",No
06-Jan-25,West,Madhya Pradesh,Raider,58,"1,25,000","72,50,000",No
06-Jan-25,West,Madhya Pradesh,Apache,66,"1,35,000","89,10,000",No
06-Jan-25,West,Madhya Pradesh,iQube,29,"1,10,000","31,90,000",No
06-Jan-25,West,Madhya Pradesh,TVS Brand,17,"95,000","16,15,000",No
06-Jan-25,East,West Bengal,Jupiter,42,"82,000","34,44,000",No
06-Jan-25,East,West Bengal,Raider,39,"1,25,000","48,75,000",No
06-Jan-25,East,West Bengal,Apache,25,"1,35,000","33,75,000",No
06-Jan-25,East,West Bengal,iQube,7,"1,10,000","7,70,000",No
06-Jan-25,East,West Bengal,TVS Brand,11,"95,000","10,45,000",No
06-Jan-25,East,Bihar,Jupiter,46,"82,000","37,72,000",No
06-Jan-25,East,Bihar,Raider,35,"1,25,000","43,75,000",No
06-Jan-25,East,Bihar,Apache,25,"1,35,000","33,75,000",No
06-Jan-25,East,Bihar,iQube,8,"1,10,000","8,80,000",No
06-Jan-25,East,Bihar,TVS Brand,10,"95,000","9,50,000",No
06-Jan-25,East,Orissa,Jupiter,48,"82,000","39,36,000",No
06-Jan-25,East,Orissa,Raider,31,"1,25,000","38,75,000",No
06-Jan-25,East,Orissa,Apache,26,"1,35,000","35,10,000",No
06-Jan-25,East,Orissa,iQube,7,"1,10,000","7,70,000",No
06-Jan-25,East,Orissa,TVS Brand,9,"95,000","8,55,000",No
06-Jan-25,East,Jharkhand,Jupiter,46,"82,000","37,72,000",No
06-Jan-25,East,Jharkhand,Raider,41,"1,25,000","51,25,000",No
06-Jan-25,East,Jharkhand,Apache,20,"1,35,000","27,00,000",No
06-Jan-25,East,Jharkhand,iQube,8,"1,10,000","8,80,000",No
06-Jan-25,East,Jharkhand,TVS Brand,7,"95,000","6,65,000",No
06-Jan-25,East,Chhattisgarh,Jupiter,46,"82,000","37,72,000",No
06-Jan-25,East,Chhattisgarh,Raider,24,"1,25,000","30,00,000",No
06-Jan-25,East,Chhattisgarh,Apache,25,"1,35,000","33,75,000",No
06-Jan-25,East,Chhattisgarh,iQube,7,"1,10,000","7,70,000",No
06-Jan-25,East,Chhattisgarh,TVS Brand,9,"95,000","8,55,000",No
07-Jan-25,North,Delhi,Jupiter,61,"82,000","50,02,000",No
07-Jan-25,North,Delhi,Raider,47,"1,25,000","58,75,000",No
07-Jan-25,North,Delhi,Apache,42,"1,35,000","56,70,000",No
07-Jan-25,North,Delhi,iQube,18,"1,10,000","19,80,000",No
07-Jan-25,North,Delhi,TVS Brand,18,"95,000","17,10,000",No
07-Jan-25,North,Haryana,Jupiter,56,"82,000","45,92,000",No
07-Jan-25,North,Haryana,Raider,46,"1,25,000","57,50,000",No
07-Jan-25,North,Haryana,Apache,43,"1,35,000","58,05,000",No
07-Jan-25,North,Haryana,iQube,20,"1,10,000","22,00,000",No
07-Jan-25,North,Haryana,TVS Brand,17,"95,000","16,15,000",No
07-Jan-25,North,Punjab,Jupiter,55,"82,000","45,10,000",No
07-Jan-25,North,Punjab,Raider,37,"1,25,000","46,25,000",No
07-Jan-25,North,Punjab,Apache,43,"1,35,000","58,05,000",No
07-Jan-25,North,Punjab,iQube,18,"1,10,000","19,80,000",No
07-Jan-25,North,Punjab,TVS Brand,18,"95,000","17,10,000",No
07-Jan-25,North,Uttar Pradesh,Jupiter,67,"82,000","54,94,000",No
07-Jan-25,North,Uttar Pradesh,Raider,37,"1,25,000","46,25,000",No
07-Jan-25,North,Uttar Pradesh,Apache,36,"1,35,000","48,60,000",No
07-Jan-25,North,Uttar Pradesh,iQube,21,"1,10,000","23,10,000",No
07-Jan-25,North,Uttar Pradesh,TVS Brand,13,"95,000","12,35,000",No
07-Jan-25,North,Uttaranchal,Jupiter,60,"82,000","49,20,000",No
07-Jan-25,North,Uttaranchal,Raider,40,"1,25,000","50,00,000",No
07-Jan-25,North,Uttaranchal,Apache,37,"1,35,000","49,95,000",No
07-Jan-25,North,Uttaranchal,iQube,18,"1,10,000","19,80,000",No
