date,larger_region,region,product,enquiries,dealer_visits,sales,price,revenue,Campaign Active
03-Jan-25,East,Bihar,iQube,57,31,8,"1,10,000","8,80,000",No
03-Jan-25,East,Bihar,TVS Brand,36,22,10,"95,000","9,50,000",No
03-Jan-25,East,Orissa,Jupiter,207,130,52,"82,000","42,64,000",No
03-Jan-25,East,Orissa,Raider,139,80,29,"1,25,000","36,25,000",No
03-Jan-25,East,Orissa,Apache,147,92,29,"1,35,000","39,15,000",No
03-Jan-25,East,Orissa,iQube,40,25,6,"1,10,000","6,60,000",No
03-Jan-25,East,Orissa,TVS Brand,36,31,13,"95,000","12,35,000",No
03-Jan-25,East,Jharkhand,Jupiter,182,88,40,"82,000","32,80,000",No
03-Jan-25,East,Jharkhand,Raider,167,100,36,"1,25,000","45,00,000",No
03-Jan-25,East,Jharkhand,Apache,132,82,28,"1,35,000","37,80,000",No
03-Jan-25,East,Jharkhand,iQube,44,30,7,"1,10,000","7,70,000",No
03-Jan-25,East,Jharkhand,TVS Brand,37,24,10,"95,000","9,50,000",No
03-Jan-25,East,Chhattisgarh,Jupiter,244,132,57,"82,000","46,74,000",No
03-Jan-25,East,Chhattisgarh,Raider,134,86,30,"1,25,000","37,50,000",No
03-Jan-25,East,Chhattisgarh,Apache,136,93,29,"1,35,000","39,15,000",No
03-Jan-25,East,Chhattisgarh,iQube,52,29,8,"1,10,000","8,80,000",No
03-Jan-25,East,Chhattisgarh,TVS Brand,43,26,12,"95,000","11,40,000",No
04-Jan-25,North,Delhi,Jupiter,501,347,85,"82,000","69,70,000",No
04-Jan-25,North,Delhi,Raider,301,205,47,"1,25,000","58,75,000",No
04-Jan-25,North,Delhi,Apache,393,215,48,"1,35,000","64,80,000",No
04-Jan-25,North,Delhi,iQube,301,150,29,"1,10,000","31,90,000",No
04-Jan-25,North,Delhi,TVS Brand,115,67,21,"95,000","19,95,000",No
04-Jan-25,North,Haryana,Jupiter,342,238,69,"82,000","56,58,000",No
04-Jan-25,North,Haryana,Raider,293,167,52,"1,25,000","65,00,000",No
04-Jan-25,North,Haryana,Apache,274,191,47,"1,35,000","63,45,000",No
04-Jan-25,North,Haryana,iQube,178,124,23,"1,10,000","25,30,000",No
04-Jan-25,North,Haryana,TVS Brand,72,61,20,"95,000","19,00,000",No
04-Jan-25,North,Punjab,Jupiter,415,252,81,"82,000","66,42,000",No
04-Jan-25,North,Punjab,Raider,323,207,58,"1,25,000","72,50,000",No
04-Jan-25,North,Punjab,Apache,330,209,51,"1,35,000","68,85,000",No
04-Jan-25,North,Punjab,iQube,203,114,24,"1,10,000","26,40,000",No
04-Jan-25,North,Punjab,TVS Brand,66,42,16,"95,000","15,20,000",No
04-Jan-25,North,Uttar Pradesh,Jupiter,377,201,78,"82,000","63,96,000",No
04-Jan-25,North,Uttar Pradesh,Raider,243,171,50,"1,25,000","62,50,000",No
04-Jan-25,North,Uttar Pradesh,Apache,308,176,50,"1,35,000","67,50,000",No
04-Jan-25,North,Uttar Pradesh,iQube,252,144,32,"1,10,000","35,20,000",No
04-Jan-25,North,Uttar Pradesh,TVS Brand,80,50,21,"95,000","19,95,000",No
04-Jan-25,North,Uttaranchal,Jupiter,316,180,73,"82,000","59,86,000",No
04-Jan-25,North,Uttaranchal,Raider,255,129,50,"1,25,000","62,50,000",No
04-Jan-25,North,Uttaranchal,Apache,250,140,42,"1,35,000","56,70,000",No
04-Jan-25,North,Uttaranchal,iQube,225,132,31,"1,10,000","34,10,000",No
04-Jan-25,North,Uttaranchal,TVS Brand,57,34,14,"95,000","13,30,000",No
04-Jan-25,North,Himachal Pradesh,Jupiter,252,167,73,"82,000","59,86,000",No
04-Jan-25,North,Himachal Pradesh,Raider,275,173,62,"1,25,000","77,50,000",No
04-Jan-25,North,Himachal Pradesh,Apache,228,121,42,"1,35,000","56,70,000",No
04-Jan-25,North,Himachal Pradesh,iQube,184,96,27,"1,10,000","29,70,000",No
04-Jan-25,North,Himachal Pradesh,TVS Brand,61,36,19,"95,000","18,05,000",No
04-Jan-25,North,Jammu & Kashmir,Jupiter,293,178,80,"82,000","65,60,000",No
04-Jan-25,North,Jammu & Kashmir,Raider,270,187,64,"1,25,000","80,00,000",No
04-Jan-25,North,Jammu & Kashmir,Apache,212,159,45,"1,35,000","60,75,000",No
04-Jan-25,North,Jammu & Kashmir,iQube,164,89,24,"1,10,000","26,40,000",No
04-Jan-25,North,Jammu & Kashmir,TVS Brand,59,42,19,"95,000","18,05,000",No
04-Jan-25,North,Chandigarh,Jupiter,471,309,93,"82,000","76,26,000",No
04-Jan-25,North,Chandigarh,Raider,502,247,68,"1,25,000","85,00,000",No
04-Jan-25,North,Chandigarh,Apache,373,190,50,"1,35,000","67,50,000",No
04-Jan-25,North,Chandigarh,iQube,255,161,29,"1,10,000","31,90,000",No
04-Jan-25,North,Chandigarh,TVS Brand,80,60,19,"95,000","18,05,000",No
04-Jan-25,North,Rajasthan,Jupiter,419,237,84,"82,000","68,88,000",No
04-Jan-25,North,Rajasthan,Raider,304,184,53,"1,25,000","66,25,000",No
04-Jan-25,North,Rajasthan,Apache,274,136,43,"1,35,000","58,05,000",No
04-Jan-25,North,Rajasthan,iQube,207,121,28,"1,10,000","30,80,000",No
04-Jan-25,North,Rajasthan,TVS Brand,75,49,19,"95,000","18,05,000",No
04-Jan-25,South,Karnataka,Jupiter,654,363,112,"82,000","91,84,000",No
04-Jan-25,South,Karnataka,Raider,466,281,68,"1,25,000","85,00,000",No
04-Jan-25,South,Karnataka,Apache,667,402,86,"1,35,000","1,16,10,000",No
04-Jan-25,South,Karnataka,iQube,634,344,62,"1,10,000","68,20,000",No
04-Jan-25,South,Karnataka,TVS Brand,159,89,33,"95,000","31,35,000",No
04-Jan-25,South,Tamil Nadu,Jupiter,692,422,119,"82,000","97,58,000",No
04-Jan-25,South,Tamil Nadu,Raider,438,232,66,"1,25,000","82,50,000",No
04-Jan-25,South,Tamil Nadu,Apache,576,397,87,"1,35,000","1,17,45,000",No
04-Jan-25,South,Tamil Nadu,iQube,532,313,57,"1,10,000","62,70,000",No
04-Jan-25,South,Tamil Nadu,TVS Brand,128,81,27,"95,000","25,65,000",No
04-Jan-25,South,Kerala,Jupiter,510,284,96,"82,000","78,72,000",No
04-Jan-25,South,Kerala,Raider,345,197,60,"1,25,000","75,00,000",No
04-Jan-25,South,Kerala,Apache,511,303,83,"1,35,000","1,12,05,000",No
04-Jan-25,South,Kerala,iQube,428,227,51,"1,10,000","56,10,000",No
04-Jan-25,South,Kerala,TVS Brand,124,66,27,"95,000","25,65,000",No
04-Jan-25,South,Andhra Pradesh,Jupiter,502,307,105,"82,000","86,10,000",No
04-Jan-25,South,Andhra Pradesh,Raider,432,234,69,"1,25,000","86,25,000",No
04-Jan-25,South,Andhra Pradesh,Apache,603,292,89,"1,35,000","1,20,15,000",No
04-Jan-25,South,Andhra Pradesh,iQube,570,332,69,"1,10,000","75,90,000",No
04-Jan-25,South,Andhra Pradesh,TVS Brand,115,77,28,"95,000","26,60,000",No
04-Jan-25,South,Pondicherry,Jupiter,443,316,98,"82,000","80,36,000",No
04-Jan-25,South,Pondicherry,Raider,478,234,74,"1,25,000","92,50,000",No
04-Jan-25,South,Pondicherry,Apache,569,381,97,"1,35,000","1,30,95,000",No
04-Jan-25,South,Pondicherry,iQube,567,271,64,"1,10,000","70,40,000",No
04-Jan-25,South,Pondicherry,TVS Brand,80,51,21,"95,000","19,95,000",No
04-Jan-25,West,Maharashtra,Jupiter,391,255,75,"82,000","61,50,000",No
04-Jan-25,West,Maharashtra,Raider,397,244,64,"1,25,000","80,00,000",No
04-Jan-25,West,Maharashtra,Apache,541,323,72,"1,35,000","97,20,000",No
04-Jan-25,West,Maharashtra,iQube,668,309,61,"1,10,000","67,10,000",No
04-Jan-25,West,Maharashtra,TVS Brand,122,70,23,"95,000","21,85,000",No
04-Jan-25,West,Gujarat,Jupiter,462,302,86,"82,000","70,52,000",No
04-Jan-25,West,Gujarat,Raider,374,252,66,"1,25,000","82,50,000",No
04-Jan-25,West,Gujarat,Apache,373,223,53,"1,35,000","71,55,000",No
04-Jan-25,West,Gujarat,iQube,488,313,53,"1,10,000","58,30,000",No
04-Jan-25,West,Gujarat,TVS Brand,103,66,24,"95,000","22,80,000",No
04-Jan-25,West,Goa,Jupiter,363,229,74,"82,000","60,68,000",No
04-Jan-25,West,Goa,Raider,329,223,58,"1,25,000","72,50,000",No
04-Jan-25,West,Goa,Apache,638,322,86,"1,35,000","1,16,10,000",No
04-Jan-25,West,Goa,iQube,394,244,49,"1,10,000","53,90,000",No
04-Jan-25,West,Goa,TVS Brand,66,46,16,"95,000","15,20,000",No
04-Jan-25,West,Madhya Pradesh,Jupiter,429,235,94,"82,000","77,08,000",No
04-Jan-25,West,Madhya Pradesh,Raider,344,205,59,"1,25,000","73,75,000",No
04-Jan-25,West,Madhya Pradesh,Apache,424,254,77,"1,35,000","1,03,95,000",No
04-Jan-25,West,Madhya Pradesh,iQube,306,171,40,"1,10,000","44,00,000",No
04-Jan-25,West,Madhya Pradesh,TVS Brand,108,73,27,"95,000","25,65,000",No
04-Jan-25,East,West Bengal,Jupiter,292,174,61,"82,000","50,02,000",No
04-Jan-25,East,West Bengal,Raider,204,130,41,"1,25,000","51,25,000",No
04-Jan-25,East,West Bengal,Apache,212,140,34,"1,35,000","45,90,000",No
04-Jan-25,East,West Bengal,iQube,77,46,10,"1,10,000","11,00,000",No
04-Jan-25,East,West Bengal,TVS Brand,57,39,14,"95,000","13,30,000",No
04-Jan-25,East,Bihar,Jupiter,272,135,53,"82,000","43,46,000",No
04-Jan-25,East,Bihar,Raider,189,126,40,"1,25,000","50,00,000",No
04-Jan-25,East,Bihar,Apache,209,131,36,"1,35,000","48,60,000",No
04-Jan-25,East,Bihar,iQube,82,42,11,"1,10,000","12,10,000",No
04-Jan-25,East,Bihar,TVS Brand,45,29,12,"95,000","11,40,000",No
04-Jan-25,East,Orissa,Jupiter,231,140,52,"82,000","42,64,000",No
04-Jan-25,East,Orissa,Raider,236,140,45,"1,25,000","56,25,000",No
04-Jan-25,East,Orissa,Apache,191,105,32,"1,35,000","43,20,000",No
04-Jan-25,East,Orissa,iQube,55,31,8,"1,10,000","8,80,000",No
04-Jan-25,East,Orissa,TVS Brand,46,25,12,"95,000","11,40,000",No
04-Jan-25,East,Jharkhand,Jupiter,272,160,64,"82,000","52,48,000",No
04-Jan-25,East,Jharkhand,Raider,177,114,37,"1,25,000","46,25,000",No
04-Jan-25,East,Jharkhand,Apache,178,103,33,"1,35,000","44,55,000",No
04-Jan-25,East,Jharkhand,iQube,43,28,7,"1,10,000","7,70,000",No
04-Jan-25,East,Jharkhand,TVS Brand,47,33,13,"95,000","12,35,000",No
04-Jan-25,East,Chhattisgarh,Jupiter,205,133,52,"82,000","42,64,000",No
04-Jan-25,East,Chhattisgarh,Raider,190,123,40,"1,25,000","50,00,000",No
04-Jan-25,East,Chhattisgarh,Apache,165,99,32,"1,35,000","43,20,000",No
04-Jan-25,East,Chhattisgarh,iQube,63,34,9,"1,10,000","9,90,000",No
04-Jan-25,East,Chhattisgarh,TVS Brand,42,28,13,"95,000","12,35,000",No
05-Jan-25,North,Delhi,Jupiter,481,256,73,"82,000","59,86,000",No
05-Jan-25,North,Delhi,Raider,354,198,50,"1,25,000","62,50,000",No
05-Jan-25,North,Delhi,Apache,377,180,44,"1,35,000","59,40,000",No
05-Jan-25,North,Delhi,iQube,290,174,30,"1,10,000","33,00,000",No
05-Jan-25,North,Delhi,TVS Brand,115,64,20,"95,000","19,00,000",No
05-Jan-25,North,Haryana,Jupiter,425,313,86,"82,000","70,52,000",No
05-Jan-25,North,Haryana,Raider,274,156,52,"1,25,000","65,00,000",No
05-Jan-25,North,Haryana,Apache,303,165,44,"1,35,000","59,40,000",No
05-Jan-25,North,Haryana,iQube,245,157,31,"1,10,000","34,10,000",No
05-Jan-25,North,Haryana,TVS Brand,89,53,20,"95,000","19,00,000",No
05-Jan-25,North,Punjab,Jupiter,330,242,73,"82,000","59,86,000",No
05-Jan-25,North,Punjab,Raider,318,179,52,"1,25,000","65,00,000",No
05-Jan-25,North,Punjab,Apache,417,197,56,"1,35,000","75,60,000",No
05-Jan-25,North,Punjab,iQube,199,120,27,"1,10,000","29,70,000",No
05-Jan-25,North,Punjab,TVS Brand,93,60,22,"95,000","20,90,000",No
05-Jan-25,North,Uttar Pradesh,Jupiter,393,256,85,"82,000","69,70,000",No
05-Jan-25,North,Uttar Pradesh,Raider,280,204,57,"1,25,000","71,25,000",No
05-Jan-25,North,Uttar Pradesh,Apache,254,161,42,"1,35,000","56,70,000",No
05-Jan-25,North,Uttar Pradesh,iQube,226,127,28,"1,10,000","30,80,000",No
05-Jan-25,North,Uttar Pradesh,TVS Brand,95,59,23,"95,000","21,85,000",No
05-Jan-25,North,Uttaranchal,Jupiter,373,241,83,"82,000","68,06,000",No
05-Jan-25,North,Uttaranchal,Raider,280,173,56,"1,25,000","70,00,000",No
05-Jan-25,North,Uttaranchal,Apache,246,160,45,"1,35,000","60,75,000",No
05-Jan-25,North,Uttaranchal,iQube,202,134,30,"1,10,000","33,00,000",No
05-Jan-25,North,Uttaranchal,TVS Brand,57,32,16,"95,000","15,20,000",No
05-Jan-25,North,Himachal Pradesh,Jupiter,347,203,85,"82,000","69,70,000",No
05-Jan-25,North,Himachal Pradesh,Raider,314,167,63,"1,25,000","78,75,000",No
05-Jan-25,North,Himachal Pradesh,Apache,216,114,43,"1,35,000","58,05,000",No
05-Jan-25,North,Himachal Pradesh,iQube,175,84,27,"1,10,000","29,70,000",No
05-Jan-25,North,Himachal Pradesh,TVS Brand,47,36,16,"95,000","15,20,000",No
05-Jan-25,North,Jammu & Kashmir,Jupiter,315,190,75,"82,000","61,50,000",No
05-Jan-25,North,Jammu & Kashmir,Raider,215,138,51,"1,25,000","63,75,000",No
05-Jan-25,North,Jammu & Kashmir,Apache,204,109,40,"1,35,000","54,00,000",No
05-Jan-25,North,Jammu & Kashmir,iQube,207,109,28,"1,10,000","30,80,000",No
05-Jan-25,North,Jammu & Kashmir,TVS Brand,78,50,24,"95,000","22,80,000",No
05-Jan-25,North,Chandigarh,Jupiter,453,237,84,"82,000","68,88,000",No
05-Jan-25,North,Chandigarh,Raider,312,181,52,"1,25,000","65,00,000",No
05-Jan-25,North,Chandigarh,Apache,352,220,56,"1,35,000","75,60,000",No
05-Jan-25,North,Chandigarh,iQube,303,155,30,"1,10,000","33,00,000",No
05-Jan-25,North,Chandigarh,TVS Brand,106,73,25,"95,000","23,75,000",No
05-Jan-25,North,Rajasthan,Jupiter,383,228,73,"82,000","59,86,000",No
05-Jan-25,North,Rajasthan,Raider,334,189,61,"1,25,000","76,25,000",No
05-Jan-25,North,Rajasthan,Apache,379,216,59,"1,35,000","79,65,000",No
05-Jan-25,North,Rajasthan,iQube,177,96,21,"1,10,000","23,10,000",No
05-Jan-25,North,Rajasthan,TVS Brand,95,53,22,"95,000","20,90,000",No
05-Jan-25,South,Karnataka,Jupiter,604,345,95,"82,000","77,90,000",No
05-Jan-25,South,Karnataka,Raider,488,237,63,"1,25,000","78,75,000",No
05-Jan-25,South,Karnataka,Apache,701,366,83,"1,35,000","1,12,05,000",No
05-Jan-25,South,Karnataka,iQube,582,332,64,"1,10,000","70,40,000",No
05-Jan-25,South,Karnataka,TVS Brand,156,104,33,"95,000","31,35,000",No
05-Jan-25,South,Tamil Nadu,Jupiter,656,376,112,"82,000","91,84,000",No
05-Jan-25,South,Tamil Nadu,Raider,441,303,68,"1,25,000","85,00,000",No
05-Jan-25,South,Tamil Nadu,Apache,627,332,76,"1,35,000","1,02,60,000",No
05-Jan-25,South,Tamil Nadu,iQube,507,285,54,"1,10,000","59,40,000",No
05-Jan-25,South,Tamil Nadu,TVS Brand,114,64,23,"95,000","21,85,000",No
05-Jan-25,South,Kerala,Jupiter,586,329,121,"82,000","99,22,000",No
05-Jan-25,South,Kerala,Raider,360,217,61,"1,25,000","76,25,000",No
05-Jan-25,South,Kerala,Apache,601,406,98,"1,35,000","1,32,30,000",No
05-Jan-25,South,Kerala,iQube,491,273,66,"1,10,000","72,60,000",No
05-Jan-25,South,Kerala,TVS Brand,131,87,31,"95,000","29,45,000",No
05-Jan-25,South,Andhra Pradesh,Jupiter,590,313,107,"82,000","87,74,000",No
05-Jan-25,South,Andhra Pradesh,Raider,494,270,81,"1,25,000","1,01,25,000",No
05-Jan-25,South,Andhra Pradesh,Apache,488,308,79,"1,35,000","1,06,65,000",No
05-Jan-25,South,Andhra Pradesh,iQube,519,246,61,"1,10,000","67,10,000",No
05-Jan-25,South,Andhra Pradesh,TVS Brand,100,62,22,"95,000","20,90,000",No
05-Jan-25,South,Pondicherry,Jupiter,408,274,91,"82,000","74,62,000",No
05-Jan-25,South,Pondicherry,Raider,357,208,63,"1,25,000","78,75,000",No
05-Jan-25,South,Pondicherry,Apache,500,292,86,"1,35,000","1,16,10,000",No
05-Jan-25,South,Pondicherry,iQube,502,305,64,"1,10,000","70,40,000",No
05-Jan-25,South,Pondicherry,TVS Brand,124,73,30,"95,000","28,50,000",No
05-Jan-25,West,Maharashtra,Jupiter,571,268,92,"82,000","75,44,000",No
05-Jan-25,West,Maharashtra,Raider,361,173,49,"1,25,000","61,25,000",No
05-Jan-25,West,Maharashtra,Apache,512,285,70,"1,35,000","94,50,000",No
05-Jan-25,West,Maharashtra,iQube,393,265,45,"1,10,000","49,50,000",No
05-Jan-25,West,Maharashtra,TVS Brand,123,83,26,"95,000","24,70,000",No
05-Jan-25,West,Gujarat,Jupiter,527,340,98,"82,000","80,36,000",No
05-Jan-25,West,Gujarat,Raider,351,189,56,"1,25,000","70,00,000",No
05-Jan-25,West,Gujarat,Apache,465,244,62,"1,35,000","83,70,000",No
05-Jan-25,West,Gujarat,iQube,393,244,50,"1,10,000","55,00,000",No
05-Jan-25,West,Gujarat,TVS Brand,143,85,28,"95,000","26,60,000",No
05-Jan-25,West,Goa,Jupiter,523,326,104,"82,000","85,28,000",No
05-Jan-25,West,Goa,Raider,343,240,59,"1,25,000","73,75,000",No
05-Jan-25,West,Goa,Apache,501,294,73,"1,35,000","98,55,000",No
05-Jan-25,West,Goa,iQube,410,216,44,"1,10,000","48,40,000",No
05-Jan-25,West,Goa,TVS Brand,119,76,28,"95,000","26,60,000",No
05-Jan-25,West,Madhya Pradesh,Jupiter,389,242,87,"82,000","71,34,000",No
05-Jan-25,West,Madhya Pradesh,Raider,368,208,67,"1,25,000","83,75,000",No
05-Jan-25,West,Madhya Pradesh,Apache,460,253,75,"1,35,000","1,01,25,000",No
05-Jan-25,West,Madhya Pradesh,iQube,400,191,53,"1,10,000","58,30,000",No
05-Jan-25,West,Madhya Pradesh,TVS Brand,118,71,29,"95,000","27,55,000",No
05-Jan-25,East,West Bengal,Jupiter,278,127,53,"82,000","43,46,000",No
05-Jan-25,East,West Bengal,Raider,275,139,42,"1,25,000","52,50,000",No
05-Jan-25,East,West Bengal,Apache,231,115,34,"1,35,000","45,90,000",No
05-Jan-25,East,West Bengal,iQube,76,37,9,"1,10,000","9,90,000",No
05-Jan-25,East,West Bengal,TVS Brand,46,35,12,"95,000","11,40,000",No
05-Jan-25,East,Bihar,Jupiter,193,124,46,"82,000","37,72,000",No
05-Jan-25,East,Bihar,Raider,147,85,28,"1,25,000","35,00,000",No
05-Jan-25,East,Bihar,Apache,189,112,34,"1,35,000","45,90,000",No
05-Jan-25,East,Bihar,iQube,76,35,9,"1,10,000","9,90,000",No
05-Jan-25,East,Bihar,TVS Brand,55,36,15,"95,000","14,25,000",No
05-Jan-25,East,Orissa,Jupiter,241,149,53,"82,000","43,46,000",No
05-Jan-25,East,Orissa,Raider,162,84,32,"1,25,000","40,00,000",No
05-Jan-25,East,Orissa,Apache,225,107,37,"1,35,000","49,95,000",No
05-Jan-25,East,Orissa,iQube,85,44,12,"1,10,000","13,20,000",No
05-Jan-25,East,Orissa,TVS Brand,45,29,13,"95,000","12,35,000",No
05-Jan-25,East,Jharkhand,Jupiter,254,159,60,"82,000","49,20,000",No
05-Jan-25,East,Jharkhand,Raider,248,135,46,"1,25,000","57,50,000",No
05-Jan-25,East,Jharkhand,Apache,151,96,29,"1,35,000","39,15,000",No
05-Jan-25,East,Jharkhand,iQube,60,28,8,"1,10,000","8,80,000",No
05-Jan-25,East,Jharkhand,TVS Brand,51,32,14,"95,000","13,30,000",No
05-Jan-25,East,Chhattisgarh,Jupiter,197,138,50,"82,000","41,00,000",No
05-Jan-25,East,Chhattisgarh,Raider,157,95,34,"1,25,000","42,50,000",No
05-Jan-25,East,Chhattisgarh,Apache,180,107,35,"1,35,000","47,25,000",No
05-Jan-25,East,Chhattisgarh,iQube,73,40,12,"1,10,000","13,20,000",No
05-Jan-25,East,Chhattisgarh,TVS Brand,42,22,11,"95,000","10,45,000",No
06-Jan-25,North,Delhi,Jupiter,302,173,54,"82,000","44,28,000",No
06-Jan-25,North,Delhi,Raider,306,174,46,"1,25,000","57,50,000",No
06-Jan-25,North,Delhi,Apache,310,172,35,"1,35,000","47,25,000",No
06-Jan-25,North,Delhi,iQube,191,131,20,"1,10,000","22,00,000",No
06-Jan-25,North,Delhi,TVS Brand,82,47,15,"95,000","14,25,000",No
06-Jan-25,North,Haryana,Jupiter,235,212,57,"82,000","46,74,000",No
06-Jan-25,North,Haryana,Raider,223,132,42,"1,25,000","52,50,000",No
06-Jan-25,North,Haryana,Apache,252,160,35,"1,35,000","47,25,000",No
06-Jan-25,North,Haryana,iQube,229,120,24,"1,10,000","26,40,000",No
06-Jan-25,North,Haryana,TVS Brand,68,43,15,"95,000","14,25,000",No
06-Jan-25,North,Punjab,Jupiter,294,175,55,"82,000","45,10,000",No
06-Jan-25,North,Punjab,Raider,258,152,44,"1,25,000","55,00,000",No
06-Jan-25,North,Punjab,Apache,250,153,41,"1,35,000","55,35,000",No
06-Jan-25,North,Punjab,iQube,159,102,22,"1,10,000","24,20,000",No
06-Jan-25,North,Punjab,TVS Brand,66,42,17,"95,000","16,15,000",No
06-Jan-25,North,Uttar Pradesh,Jupiter,330,222,69,"82,000","56,58,000",No
06-Jan-25,North,Uttar Pradesh,Raider,193,95,33,"1,25,000","41,25,000",No
06-Jan-25,North,Uttar Pradesh,Apache,179,121,32,"1,35,000","43,20,000",No
06-Jan-25,North,Uttar Pradesh,iQube,137,82,19,"1,10,000","20,90,000",No
06-Jan-25,North,Uttar Pradesh,TVS Brand,54,30,13,"95,000","12,35,000",No
06-Jan-25,North,Uttaranchal,Jupiter,262,147,61,"82,000","50,02,000",No
06-Jan-25,North,Uttaranchal,Raider,206,132,44,"1,25,000","55,00,000",No
06-Jan-25,North,Uttaranchal,Apache,206,143,43,"1,35,000","58,05,000",No
06-Jan-25,North,Uttaranchal,iQube,149,87,21,"1,10,000","23,10,000",No
06-Jan-25,North,Uttaranchal,TVS Brand,51,34,14,"95,000","13,30,000",No
06-Jan-25,North,Himachal Pradesh,Jupiter,290,173,71,"82,000","58,22,000",No
06-Jan-25,North,Himachal Pradesh,Raider,236,144,50,"1,25,000","62,50,000",No
06-Jan-25,North,Himachal Pradesh,Apache,204,119,39,"1,35,000","52,65,000",No
06-Jan-25,North,Himachal Pradesh,iQube,165,93,26,"1,10,000","28,60,000",No
06-Jan-25,North,Himachal Pradesh,TVS Brand,66,53,22,"95,000","20,90,000",No
06-Jan-25,North,Jammu & Kashmir,Jupiter,199,131,56,"82,000","45,92,000",No
06-Jan-25,North,Jammu & Kashmir,Raider,172,115,40,"1,25,000","50,00,000",No
06-Jan-25,North,Jammu & Kashmir,Apache,209,136,42,"1,35,000","56,70,000",No
06-Jan-25,North,Jammu & Kashmir,iQube,131,79,21,"1,10,000","23,10,000",No
06-Jan-25,North,Jammu & Kashmir,TVS Brand,56,43,18,"95,000","17,10,000",No
06-Jan-25,North,Chandigarh,Jupiter,317,222,66,"82,000","54,12,000",No
06-Jan-25,North,Chandigarh,Raider,264,154,41,"1,25,000","51,25,000",No
06-Jan-25,North,Chandigarh,Apache,289,170,43,"1,35,000","58,05,000",No
06-Jan-25,North,Chandigarh,iQube,213,117,24,"1,10,000","26,40,000",No
06-Jan-25,North,Chandigarh,TVS Brand,77,52,16,"95,000","15,20,000",No
06-Jan-25,North,Rajasthan,Jupiter,311,183,69,"82,000","56,58,000",No
06-Jan-25,North,Rajasthan,Raider,325,230,60,"1,25,000","75,00,000",No
06-Jan-25,North,Rajasthan,Apache,239,167,42,"1,35,000","56,70,000",No
06-Jan-25,North,Rajasthan,iQube,160,76,18,"1,10,000","19,80,000",No
06-Jan-25,North,Rajasthan,TVS Brand,66,44,16,"95,000","15,20,000",No
06-Jan-25,South,Karnataka,Jupiter,463,293,83,"82,000","68,06,000",No
06-Jan-25,South,Karnataka,Raider,317,184,50,"1,25,000","62,50,000",No
06-Jan-25,South,Karnataka,Apache,492,278,70,"1,35,000","94,50,000",No
06-Jan-25,South,Karnataka,iQube,587,310,61,"1,10,000","67,10,000",No
06-Jan-25,South,Karnataka,TVS Brand,109,60,22,"95,000","20,90,000",No
06-Jan-25,South,Tamil Nadu,Jupiter,444,285,77,"82,000","63,14,000",No
06-Jan-25,South,Tamil Nadu,Raider,316,230,58,"1,25,000","72,50,000",No
06-Jan-25,South,Tamil Nadu,Apache,445,217,56,"1,35,000","75,60,000",No
06-Jan-25,South,Tamil Nadu,iQube,584,297,55,"1,10,000","60,50,000",No
06-Jan-25,South,Tamil Nadu,TVS Brand,98,65,22,"95,000","20,90,000",No
06-Jan-25,South,Kerala,Jupiter,424,253,82,"82,000","67,24,000",No
06-Jan-25,South,Kerala,Raider,298,159,50,"1,25,000","62,50,000",No
06-Jan-25,South,Kerala,Apache,446,232,69,"1,35,000","93,15,000",No
06-Jan-25,South,Kerala,iQube,457,242,56,"1,10,000","61,60,000",No
06-Jan-25,South,Kerala,TVS Brand,98,71,25,"95,000","23,75,000",No
06-Jan-25,South,Andhra Pradesh,Jupiter,470,280,89,"82,000","72,98,000",No
06-Jan-25,South,Andhra Pradesh,Raider,292,186,57,"1,25,000","71,25,000",No
